expid,peakid,year,season,route1,totmembers,smtmembers,smtdate,success,termreason,highpoint,o2used,commercial,camps,style
CHOY87101,CHOY,1987,Spring,W Ridge-W Face (Tichy) from S,4,2,1987-04-29,True,1,8188.0,False,True,5.0,
ANN187102,ANN1,1987,Spring,N Face (French rte),10,0,1987-05-23,False,6,6850.0,False,False,3.0,
PUMO87101,PUMO,1987,Spring,E Face,4,0,1987-05-07,False,5,5500.0,False,False,,
LSHR87102,LSHR,1987,Spring,SE Ridge (from Pt 5700m on Col),13,1,1987-05-20,True,1,8382.0,False,False,4.0,
GANG87101,GANG,1987,Spring,E Ridge from S,5,0,1987-04-28,False,4,5500.0,False,False,3.0,
AMAD87102,AMAD,1987,Spring,SW Ridge,5,3,1987-04-17,True,1,6814.0,False,True,3.0,
DHA187101,DHA1,1987,Spring,NE Ridge,9,0,1987-05-10,False,4,7955.0,True,False,4.0,
CHOY87102,CHOY,1987,Spring,W Ridge-W Face (Tichy) from N,27,11,1987-04-29,True,1,8188.0,False,True,3.0,
KANG87101,KANG,1987,Spring,N Face,2,0,1987-04-24,False,7,7350.0,False,False,2.0,
MAK287101,MAK2,1987,Spring,S Ridge,4,0,1987-04-29,False,4,7400.0,False,False,2.0,
CHRE87101,CHRE,1987,Spring,SE Face-SW Ridge of E Smt,8,0,1987-05-11,False,10,7200.0,False,False,5.0,
TILI87101,TILI,1987,Spring,N Ridge,5,0,1987-04-08,False,5,7050.0,False,False,1.0,
ANN187101,ANN1,1987,Spring,N Face (French rte),5,0,1987-04-05,False,7,5600.0,False,False,1.0,
MAKA87101,MAKA,1987,Spring,S Face (Yugoslav 1975 rte),5,0,1987-05-04,False,7,7600.0,False,False,3.0,
AMAD87101,AMAD,1987,Spring,SW Ridge,6,3,1987-04-17,True,1,6814.0,False,True,3.0,
MANA87102,MANA,1987,Spring,NE Face (acclim) (to 7100m),6,0,1987-05-20,False,10,7100.0,False,False,,
MANA87101,MANA,1987,Spring,NE Face,2,0,1987-04-08,False,8,5600.0,False,True,2.0,
LSHR87101,LSHR,1987,Spring,SE Ridge,13,0,1987-04-20,False,4,7450.0,False,False,3.0,
LANR87101,LANR,1987,Spring,SW Ridge,6,5,1987-04-17,True,1,7205.0,False,False,3.0,
CHOY87303,CHOY,1987,Autumn,W Ridge-W Face from N,2,1,1987-09-23,True,1,8188.0,False,True,4.0,
TILI87301,TILI,1987,Autumn,NE Spur-N Ridge,4,0,1987-10-05,False,5,5800.0,False,False,,
LEON87301,LEON,1987,Autumn,W Face-W Ridge,6,2,1987-09-27,True,1,6979.0,False,False,3.0,
AMAD87302,AMAD,1987,Autumn,N Spur-N Ridge,4,0,1987-10-17,False,5,6370.0,False,False,2.0,
CHOY87304,CHOY,1987,Autumn,S Arete/Ridge (to 6500m),10,1,1987-11-02,False,1,8188.0,False,False,1.0,
NUPT87302,NUPT,1987,Autumn,S Spur,2,0,1987-10-12,False,5,5640.0,False,False,,
KANG87301,KANG,1987,Autumn,SW Face,2,2,1987-10-10,True,1,8586.0,False,False,4.0,
AMAD87301,AMAD,1987,Autumn,SW Ridge,10,0,1987-09-30,False,5,6400.0,False,True,3.0,
DHA187302,DHA1,1987,Autumn,NE Ridge,4,3,1987-10-16,True,1,8167.0,False,False,2.0,
AMAD87303,AMAD,1987,Autumn,SW Ridge,5,0,1987-10-17,False,5,5700.0,False,True,1.0,
ANNS87301,ANNS,1987,Autumn,SW Ridge,10,0,1987-11-12,False,4,6300.0,False,False,2.0,
MANA87302,MANA,1987,Autumn,E Ridge,15,0,1987-10-27,False,6,6500.0,True,False,3.0,
TAWO87301,TAWO,1987,Autumn,SE Face-SE Ridge (to 6350m),10,0,1987-10-02,False,5,6350.0,False,False,,
AMAD87304,AMAD,1987,Autumn,NW Ridge,17,0,1987-10-23,False,5,5600.0,False,False,1.0,
DHA587301,DHA5,1987,Autumn,SE Ridge via White Peak,4,0,1987-10-06,False,4,7080.0,False,False,2.0,
JANU87303,JANU,1987,Autumn,Variant of S Ridge (to 5800m),8,2,1987-11-06,False,1,7711.0,False,False,4.0,
DHA187301,DHA1,1987,Autumn,NE Ridge,5,0,1987-10-06,False,8,7050.0,False,False,2.0,
CHOY87306,CHOY,1987,Autumn,SE Pillar (Polish 1985 rte),2,0,1987-10-23,False,10,7400.0,False,False,2.0,
PUMO87303,PUMO,1987,Autumn,SW Ridge,4,4,1987-10-24,True,1,7138.0,False,False,2.0,
PUMO87301,PUMO,1987,Autumn,SW Ridge,11,8,1987-10-12,True,1,7138.0,False,False,4.0,
DHA187304,DHA1,1987,Autumn,S Face (never on face),3,0,1987-10-02,False,5,4300.0,False,False,,
GAN587301,GAN5,1987,Autumn,S Ridge,5,2,1987-10-04,True,1,6770.0,False,False,3.0,
CHOY87301,CHOY,1987,Autumn,W Ridge-W Face from N,8,8,1987-09-20,True,1,8188.0,True,True,3.0,
KJRS87301,KJRS,1987,Autumn,S Face-E Ridge,6,0,,False,12,,False,False,,
KHAT87301,KHAT,1987,Autumn,NE Ridge,15,14,1987-10-14,True,1,6790.0,True,False,2.0,
LSIS87301,LSIS,1987,Autumn,SE Ridge of SW Summit,7,0,1987-10-24,False,9,6145.0,False,False,2.0,
LSHR87302,LSHR,1987,Autumn,SE Ridge,4,0,1987-09-27,False,5,7000.0,False,False,2.0,
LSHR87301,LSHR,1987,Autumn,S Ridge-SE Ridge,8,0,1987-09-29,False,6,7800.0,False,False,4.0,
JANU87301,JANU,1987,Autumn,N Face,6,3,1987-10-11,True,1,7711.0,False,False,2.0,
NUPT87301,NUPT,1987,Autumn,S Spur,2,0,1987-10-10,False,5,6700.0,False,False,4.0,
CHOY87305,CHOY,1987,Autumn,W Ridge-W Face from S,2,2,1987-09-30,True,1,8188.0,False,True,,
PUMO87302,PUMO,1987,Autumn,E Face,8,1,1987-10-25,True,1,7138.0,False,False,,
MAK287301,MAK2,1987,Autumn,S Ridge,10,0,1987-10-13,False,4,6800.0,True,False,2.0,
SAIP87301,SAIP,1987,Autumn,SW Face (to 6200m),3,0,1987-10-20,False,10,6200.0,False,False,1.0,
SITA87301,SITA,1987,Autumn,S Ridge-E Ridge,8,0,1987-10-29,False,10,6000.0,False,False,1.0,
TUKU87301,TUKU,1987,Autumn,NW Ridge,11,3,1987-10-04,True,1,6920.0,False,False,2.0,
DHA187303,DHA1,1987,Autumn,NE Ridge,4,0,1987-10-13,False,5,8000.0,False,False,3.0,
CHOY87302,CHOY,1987,Autumn,SE Face-E Ridge,3,0,1987-09-20,False,5,7600.0,False,False,,
ANN187301,ANN1,1987,Autumn,N Face,7,2,1987-10-08,True,1,8091.0,False,False,5.0,
MANA87301,MANA,1987,Autumn,NE Face,10,2,1987-10-07,True,1,8163.0,False,True,4.0,
ANN187302,ANN1,1987,Autumn,N Face (E of Dutch Rib),3,3,1987-10-11,True,1,8091.0,False,False,2.0,
NGO287301,NGO2,1987,Autumn,S Face-S Ridge,13,4,1987-11-11,True,1,7743.0,False,False,4.0,
KANG87401,KANG,1987,Winter,SW Face,9,1,1988-01-02,True,1,8586.0,True,False,4.0,
NGOJ87401,NGOJ,1987,Winter,SE Face,10,2,1988-02-11,True,1,7916.0,False,False,4.0,
ANN187401,ANN1,1987,Winter,E Buttress of S Face,9,0,1987-12-10,False,8,6115.0,False,False,3.0,
AMAD87401,AMAD,1987,Winter,SW Ridge,6,5,1987-11-23,True,1,6814.0,False,True,3.0,
DHA187401,DHA1,1987,Winter,NE Ridge,9,1,1987-12-02,True,1,8167.0,True,False,2.0,
CHOY87401,CHOY,1987,Winter,W Ridge-W Face,1,1,1988-02-06,True,1,8188.0,False,True,3.0,solo
ANNS87401,ANNS,1987,Winter,SW Ridge-S Face,8,0,1987-12-21,False,8,5800.0,False,False,3.0,
ANN187403,ANN1,1987,Winter,S Face,14,4,1987-12-20,True,1,8091.0,False,False,4.0,
LANG87401,LANG,1987,Winter,SE Ridge,10,3,1988-01-03,True,1,7227.0,False,False,3.0,
MAKA87401,MAKA,1987,Winter,Makalu La-NW Ridge,9,0,1988-01-20,False,4,7500.0,False,False,3.0,
DHA187402,DHA1,1987,Winter,E Face-NE Ridge,4,2,1987-12-04,True,1,8167.0,True,False,1.0,
ANN187402,ANN1,1987,Winter,N Face (French rte),4,0,1987-12-05,False,10,6100.0,False,False,3.0,
DHA189304,DHA1,1989,Autumn,NE Ridge,2,0,1989-09-26,False,5,6750.0,False,False,2.0,
DHA189301,DHA1,1989,Autumn,W Face,3,0,1989-10-09,False,5,7600.0,False,False,,
DHA189302,DHA1,1989,Autumn,NE Ridge,6,0,1989-09-21,False,5,6500.0,False,False,3.0,
DHA189303,DHA1,1989,Autumn,NE Ridge,10,0,1989-09-25,False,5,7100.0,True,False,2.0,
DHA189305,DHA1,1989,Autumn,NE Ridge,4,0,1989-09-24,False,5,6500.0,False,False,2.0,
DHA189306,DHA1,1989,Autumn,NE Ridge,5,0,1989-11-14,False,4,7800.0,False,False,3.0,
CHUR89301,CHUR,1989,Autumn,SE Face,4,4,1989-10-26,True,1,7385.0,False,False,5.0,
DHAM89301,DHAM,1989,Autumn,SW Face-W Ridge,6,2,1989-10-15,True,2,6012.0,False,False,1.0,
GURJ89301,GURJ,1989,Autumn,W Face,6,0,1989-10-30,False,4,6400.0,False,False,5.0,
KAND89301,KAND,1989,Autumn,NW Ridge of N Peak,8,0,1989-10-28,False,5,5900.0,False,False,4.0,
KJER89301,KJER,1989,Autumn,N Face-N Ridge-N Summit,9,0,1989-09-30,False,2,6215.0,False,False,2.0,
GANG89301,GANG,1989,Autumn,N Face-NE Ridge,5,2,1989-10-01,True,1,7455.0,False,False,2.0,
GLAC89302,GLAC,1989,Autumn,S Ridge,4,4,1989-10-26,True,1,7069.0,False,False,,
GLAC89301,GLAC,1989,Autumn,S Ridge,4,0,1989-10-18,False,5,5400.0,False,False,1.0,
ANN289301,ANN2,1989,Autumn,W Ridge from N,9,2,1989-09-21,True,1,7937.0,False,False,3.0,
ANN189301,ANN1,1989,Autumn,N Face,20,3,1989-10-28,True,1,8091.0,False,False,4.0,
HIME89301,HIME,1989,Autumn,SW Ridge,9,0,1989-09-09,False,6,6250.0,True,False,1.0,
MANA89301,MANA,1989,Autumn,NE Face,3,0,1989-09-09,False,4,5600.0,False,True,1.0,
MANA89302,MANA,1989,Autumn,SW Face,3,0,1989-10-20,False,10,7000.0,False,False,,
MANA89303,MANA,1989,Autumn,NE Face,4,0,1989-10-12,False,4,7350.0,False,True,3.0,
MANA89304,MANA,1989,Autumn,NE Face,5,0,1989-10-10,False,5,7300.0,False,True,2.0,
MANA89305,MANA,1989,Autumn,NE Face,13,0,1989-10-25,False,4,7060.0,False,True,3.0,
LHOT89302,LHOT,1989,Autumn,W Face,2,1,1989-10-14,True,1,8516.0,True,False,3.0,
LHOT89301,LHOT,1989,Autumn,S Face,14,0,1989-10-24,False,6,8350.0,False,False,6.0,
LSHR89301,LSHR,1989,Autumn,SE Ridge,11,1,1989-10-04,True,1,8382.0,False,False,5.0,
PUMO89303,PUMO,1989,Autumn,SE Face/Ridge,2,2,1989-10-12,True,1,7138.0,False,False,1.0,
PUMO89307,PUMO,1989,Autumn,SE Face/Ridge,4,1,1989-10-19,True,1,7138.0,False,False,1.0,
PUMO89306,PUMO,1989,Autumn,SE Face/Ridge,4,3,1989-10-16,True,1,7138.0,False,False,1.0,
PUMO89305,PUMO,1989,Autumn,SE Face/Ridge,4,3,1989-10-13,True,1,7138.0,False,False,1.0,
PUMO89308,PUMO,1989,Autumn,SE Face/Ridge,7,0,1989-11-01,False,9,6400.0,False,False,1.0,
PUMO89302,PUMO,1989,Autumn,SE Face/Ridge,7,0,1989-10-03,False,6,6400.0,False,False,2.0,
PUMO89301,PUMO,1989,Autumn,SE Face/Ridge,9,3,1989-09-18,True,1,7138.0,False,False,,
PUMO89304,PUMO,1989,Autumn,SE Face/Ridge,20,12,1989-10-13,True,1,7138.0,True,False,2.0,
AMAD89301,AMAD,1989,Autumn,N Face,3,0,1989-10-28,False,4,6030.0,False,False,,
AMAD89303,AMAD,1989,Autumn,SW Ridge,5,4,1989-10-26,True,1,6814.0,False,True,1.0,
AMAD89304,AMAD,1989,Autumn,SW Ridge,8,5,1989-11-01,True,1,6814.0,False,True,3.0,
AMAD89302,AMAD,1989,Autumn,SW Ridge,11,8,1989-10-22,True,1,6814.0,False,True,2.0,
CHOY89303,CHOY,1989,Autumn,W Ridge-W Face from N,2,2,1989-09-19,True,1,8188.0,False,True,3.0,
CHOY89304,CHOY,1989,Autumn,N Rige (to 6100m),3,1,1989-09-18,False,1,8188.0,False,True,3.0,
CHOY89302,CHOY,1989,Autumn,W Ridge-W Face from N,5,2,1989-09-17,True,1,8188.0,False,True,4.0,
CHOY89305,CHOY,1989,Autumn,W Ridge-W Face from N,5,4,1989-09-18,True,1,8188.0,False,True,3.0,
CHOY89301,CHOY,1989,Autumn,W Face-W Ridge from S,11,2,1989-09-02,True,1,8188.0,False,True,5.0,
DORJ89301,DORJ,1989,Autumn,W Ridge,7,0,1989-10-10,False,5,5610.0,False,False,1.0,
GAN489301,GAN4,1989,Autumn,SSW Spur on S Face,7,0,1989-10-06,False,5,6100.0,False,False,1.0,
LANG89301,LANG,1989,Autumn,SE Ridge,8,1,1989-11-12,True,1,7227.0,False,False,4.0,
LANG89302,LANG,1989,Autumn,SE Ridge,9,7,1989-11-10,True,1,7227.0,False,False,2.0,
BARU89301,BARU,1989,Autumn,SE Ridge,9,1,1989-10-23,True,1,7152.0,False,False,2.0,
JANU89301,JANU,1989,Autumn,SW Face-S Ridge,3,0,1989-10-27,False,4,7050.0,False,False,3.0,
KANG89301,KANG,1989,Autumn,N Face,4,0,1989-10-24,False,4,7100.0,False,False,2.0,
MAKA89306,MAKA,1989,Autumn,Makalu La-NW Ridge,6,0,1989-10-13,False,4,8100.0,False,False,1.0,
MAKA89303,MAKA,1989,Autumn,Makalu La-NW Ridge,7,0,1989-09-28,False,5,8000.0,False,False,3.0,
MAKA89301,MAKA,1989,Autumn,Makalu La-NW Ridge,7,0,1989-10-15,False,5,8100.0,False,False,3.0,
MAKA89304,MAKA,1989,Autumn,S Face up; NW Ridge down,5,1,1989-10-06,True,1,8485.0,False,False,1.0,
MAKA89305,MAKA,1989,Autumn,Makalu La-NW Ridge,5,0,1989-09-27,False,4,8000.0,False,False,2.0,
MAKA89302,MAKA,1989,Autumn,Makalu La-NW Ridge,13,0,1989-10-09,False,5,7500.0,False,False,1.0,
MAK289301,MAK2,1989,Autumn,W Face,4,0,1989-09-26,False,5,7600.0,False,False,1.0,
YALU89301,YALU,1989,Autumn,SE Ridge,8,1,1989-10-13,True,1,8505.0,True,False,4.0,
EVER89306,EVER,1989,Autumn,N Col-N Face (Great Couloir),2,0,1989-10-14,False,4,7800.0,True,False,2.0,
EVER89310,EVER,1989,Autumn,N Face (Japanese Couloir),4,0,1989-09-25,False,4,7500.0,False,False,2.0,
EVER89305,EVER,1989,Autumn,N Col-N Face (Messner Couloir),6,0,1989-09-25,False,5,8100.0,False,False,1.0,
EVER89311,EVER,1989,Autumn,N Col-N Ridge-N Face,6,0,1989-09-07,False,4,7800.0,False,False,2.0,
EVER89302,EVER,1989,Autumn,NE Ridge (to 7030m),10,0,1989-10-11,False,4,8000.0,True,True,3.0,
EVER89304,EVER,1989,Autumn,N Col-NE Ridge,22,0,1989-10-03,False,4,8300.0,False,True,3.0,
EVER89307,EVER,1989,Autumn,N Col-NE Ridge,17,0,1989-10-24,False,4,8600.0,True,True,3.0,
EVER89303,EVER,1989,Autumn,N Face (Great Couloir),27,0,1989-10-11,False,5,7800.0,False,False,3.0,
ANN189101,ANN1,1989,Spring,S Face,1,0,1989-04-06,False,5,5800.0,False,False,,solo
LHOT89101,LHOT,1989,Spring,W Face,15,1,1989-04-30,True,1,8516.0,False,False,,
ANN189401,ANN1,1989,Winter,S Face,7,0,1989-12-16,False,5,6600.0,False,False,1.0,
ANN189402,ANN1,1989,Winter,N Face,14,0,1989-12-19,False,4,7300.0,False,False,3.0,
DHA189401,DHA1,1989,Winter,NE Ridge,5,0,1989-12-03,False,5,5200.0,False,False,,
DHA189402,DHA1,1989,Winter,E Face-NE Ridge,7,0,1989-12-19,False,6,7315.0,False,False,3.0,
LSIS89401,LSIS,1989,Winter,S Face-SW Ridge,9,1,1989-12-14,True,1,6412.0,False,False,1.0,
LANR89401,LANR,1989,Winter,SW Ridge,3,2,1989-12-09,True,1,7205.0,False,False,3.0,
TILI89401,TILI,1989,Winter,NE Spur-N Ridge,8,0,1989-12-02,False,5,6100.0,False,False,1.0,
CHOY89402,CHOY,1989,Winter,SE Face,7,0,1989-12-25,False,6,7800.0,False,False,2.0,
CHOY89401,CHOY,1989,Winter,SE Face,5,0,1989-12-16,False,5,7200.0,False,False,2.0,
LHOT89401,LHOT,1989,Winter,S Face,2,0,1989-11-29,False,10,7000.0,False,False,1.0,
LHOT89402,LHOT,1989,Winter,S Face,4,0,1989-12-29,False,4,7300.0,False,False,,
PUMO89402,PUMO,1989,Winter,SE Rib-E Ridge,5,0,1990-01-22,False,5,6950.0,False,False,,
PUMO89401,PUMO,1989,Winter,SE Face/Ridge,7,0,1989-12-25,False,6,5800.0,False,False,,
TAWO89401,TAWO,1989,Winter,NE Pillar (to 5500m),4,4,1989-12-11,False,1,6495.0,False,False,,
YALU89401,YALU,1989,Winter,SE Face,5,1,1989-12-20,True,1,8505.0,True,False,4.0,
ANNS90101,ANNS,1990,Spring,SW Ridge,2,0,1990-05-13,False,5,5750.0,False,False,1.0,
DHA190102,DHA1,1990,Spring,NE Ridge,6,2,1990-04-24,True,1,8167.0,False,False,2.0,
DHA190101,DHA1,1990,Spring,NE Ridge,11,1,1990-05-11,True,1,8167.0,False,False,3.0,
GANC90101,GANC,1990,Spring,SW Ridge-S Face-E Ridge,19,9,1990-05-09,True,1,6378.0,False,False,3.0,
LANG90101,LANG,1990,Spring,SE Ridge,20,0,1990-04-17,False,10,5670.0,False,False,2.0,
MANA90102,MANA,1990,Spring,NE Face,6,1,1990-04-26,True,1,8163.0,False,True,4.0,
MANA90103,MANA,1990,Spring,NE Face,6,0,1990-05-02,False,5,5600.0,False,True,1.0,
MANA90101,MANA,1990,Spring,NE Face,9,0,1990-03-27,False,6,5200.0,False,True,1.0,
AMAD90101,AMAD,1990,Spring,SW Ridge,7,4,1990-04-04,True,1,6814.0,False,True,2.0,
CHOY90102,CHOY,1990,Spring,N Buttress (to 6800m),6,1,1990-05-11,False,1,8188.0,False,False,3.0,
CHOY90103,CHOY,1990,Spring,W Ridge-W Face from N,9,0,1990-04-30,False,3,8100.0,False,True,3.0,
CHOY90104,CHOY,1990,Spring,W Ridge-W Face from N,34,14,1990-05-26,True,1,8188.0,True,True,4.0,
PUMO90102,PUMO,1990,Spring,SW Ridge,4,0,1990-04-05,False,7,6000.0,False,False,,
PUMO90103,PUMO,1990,Spring,SE Ridge-E Ridge,6,0,1990-05-08,False,14,6700.0,True,False,1.0,
PUMO90101,PUMO,1990,Spring,SE Ridge-E Ridge,4,0,1990-03-28,False,6,6600.0,False,False,1.0,
PUMO90104,PUMO,1990,Spring,SE Spur-Lingtren Col-E Ridge,8,0,1990-05-17,False,4,6375.0,False,False,1.0,
GYAC90101,GYAC,1990,Spring,W Face,11,0,1990-05-17,False,5,7100.0,False,False,3.0,
EVER83402,EVER,1983,Winter,N Face (Hornbein Couloir),18,0,1983-12-09,False,4,8100.0,True,False,3.0,
EVER85302,EVER,1985,Autumn,N Col-NE Ridge,10,0,1985-09-09,False,6,8200.0,True,True,5.0,
EVER85301,EVER,1985,Autumn,W Ridge-N Arete-N Face (to 7420m),14,0,1985-09-23,False,4,7315.0,True,False,3.0,
EVER85403,EVER,1985,Winter,S Col-SE Ridge,11,0,1985-12-22,False,4,8500.0,True,True,4.0,
EVER85402,EVER,1985,Winter,Lho La-W Ridge,16,0,1985-12-08,False,4,7100.0,False,False,2.0,
EVER85404,EVER,1985,Winter,SW Face (Bonington rte),9,0,1986-01-13,False,8,7700.0,False,False,4.0,
EVER85401,EVER,1985,Winter,N Face (Hornbein Couloir),9,0,1985-12-15,False,4,8450.0,True,False,5.0,
EVER86101,EVER,1986,Spring,N Face (Great Couloir),11,0,1986-04-29,False,4,7775.0,False,False,5.0,
EVER86102,EVER,1986,Spring,W Ridge-N Face (Hornbein Couloir),13,2,1986-05-20,True,1,8849.0,True,False,5.0,
EVER86103,EVER,1986,Spring,N Col-NE Ridge,9,0,1986-05-09,False,4,7600.0,False,True,4.0,
EVER86104,EVER,1986,Spring,S Col-SE Ridge,5,0,1986-05-10,False,4,8600.0,True,True,4.0,
EVER86105,EVER,1986,Spring,Lho La-W Ridge (to 7200m),3,0,1986-05-13,False,9,7800.0,False,False,,
EVER86201,EVER,1986,Summer,N Col (to 7000m),4,0,1986-09-18,False,5,7710.0,False,False,1.0,
EVER86203,EVER,1986,Summer,N Col-NE Ridge,9,0,1986-08-16,False,6,7600.0,True,True,,
EVER86202,EVER,1986,Summer,N Face (Japanese & Hornbein Couloirs),6,2,1986-08-30,True,1,8849.0,False,False,,
EVER86303,EVER,1986,Autumn,N Col-NE Ridge,20,0,1986-09-28,False,4,7770.0,True,True,5.0,
EVER86305,EVER,1986,Autumn,S Col-SE Ridge,4,0,1986-09-27,False,4,8600.0,False,True,3.0,
EVER86301,EVER,1986,Autumn,NE Ridge,23,0,1986-10-15,False,5,8000.0,False,False,3.0,
EVER86302,EVER,1986,Autumn,S Col-SE Ridge,25,0,1986-09-25,False,9,8763.0,True,True,4.0,
EVER86304,EVER,1986,Autumn,W Ridge from N (7170m),11,0,1986-10-12,False,4,7170.0,True,False,3.0,
EVER86402,EVER,1986,Winter,SW Face (Bonington rte),5,0,1987-01-25,False,6,8300.0,True,False,5.0,
EVER86401,EVER,1986,Winter,S Col-SE Ridge,6,0,1986-12-07,False,4,8000.0,True,True,4.0,
EVER87106,EVER,1987,Spring,N Face (Japanese & Hornbein Couloirs),2,0,1987-05-20,False,7,7850.0,False,False,1.0,
EVER87103,EVER,1987,Spring,SW Face (Bonington 1972 rte) (to 8250m),23,0,1987-04-25,False,4,8250.0,False,False,6.0,
EVER87104,EVER,1987,Spring,S Pillar (Polish route to C1),15,0,1987-05-21,False,4,8200.0,True,False,4.0,
EVER87105,EVER,1987,Spring,N Col-N Face (Great Couloir),2,0,1987-05-23,False,5,8000.0,False,False,6.0,
EVER87101,EVER,1987,Spring,N Col-N Face (Great Couloir)-W Ridge,28,0,1987-05-21,False,4,8650.0,True,False,6.0,
EVER87102,EVER,1987,Spring,N Face (Great Couloir)-W Ridge,14,0,1987-05-21,False,10,8750.0,True,False,4.0,
EVER87201,EVER,1987,Summer,N Face (Hornbein Couloir),10,0,1987-09-02,False,5,8700.0,True,False,4.0,
EVER87303,EVER,1987,Autumn,N Col-NE Ridge,12,0,1987-10-13,False,4,8200.0,True,True,5.0,
EVER87304,EVER,1987,Autumn,S Pillar (USA 1981 rte),4,0,1987-09-27,False,4,8080.0,False,False,4.0,
EVER87306,EVER,1987,Autumn,NE Ridge,9,0,1987-10-14,False,4,8100.0,False,False,2.0,
EVER87305,EVER,1987,Autumn,S Col-SE Ridge,15,0,1987-10-02,False,4,8400.0,True,True,4.0,
EVER87301,EVER,1987,Autumn,W Ridge from N,29,0,1987-10-12,False,4,8100.0,True,False,5.0,
EVER87307,EVER,1987,Autumn,S Col-SE Ridge,13,0,1987-10-09,False,4,8075.0,True,True,4.0,
EVER87402,EVER,1987,Winter,S Col-SE Ridge,9,1,1987-12-22,True,1,8849.0,True,True,4.0,
EVER88104,EVER,1988,Spring,S Col-SE Ridge,25,3,1988-05-25,True,1,8849.0,True,True,3.0,
EVER88102,EVER,1988,Spring,W Ridge from N,41,0,1988-05-18,False,4,8550.0,True,False,6.0,
EVER88103,EVER,1988,Spring,Eastern most buttress of E Face,6,1,1988-05-12,True,1,8849.0,False,False,3.0,
EVER88201,EVER,1988,Summer,NE Ridge,19,0,1988-08-06,False,5,8400.0,True,False,3.0,
EVER88312,EVER,1988,Autumn,E Face,7,0,,False,5,5940.0,False,False,1.0,
EVER88305,EVER,1988,Autumn,N Col-NE Ridge,32,0,1988-10-01,False,4,7770.0,True,True,,
EVER87401,EVER,1987,Winter,NE Ridge-N Face,4,0,1988-02-09,False,5,7650.0,False,False,3.0,
EVER88403,EVER,1988,Winter,Face between N and NE Ridges,4,0,1988-12-11,False,4,7800.0,False,False,1.0,
EVER83102,EVER,1983,Spring,S Col-SE Ridge,16,6,1983-05-07,True,1,8849.0,True,True,,
EVER89401,EVER,1989,Winter,S Col-SE Ridge,27,0,1989-12-29,False,4,7900.0,True,True,3.0,
EVER89308,EVER,1989,Autumn,S Col-SE Ridge,24,3,1989-10-13,True,1,8849.0,True,True,4.0,
EVER89312,EVER,1989,Autumn,S Pillar-SE Ridge,16,1,1989-10-13,True,1,8849.0,True,False,4.0,
EVER89309,EVER,1989,Autumn,S Col-SE Ridge,4,1,1989-10-13,True,1,8849.0,True,True,3.0,
EVER89314,EVER,1989,Autumn,Lho La-W Ridge from S,11,1,1989-10-23,True,1,8849.0,True,False,4.0,
EVER89313,EVER,1989,Autumn,S Pillar-SE Ridge,9,0,1989-09-25,False,8,8450.0,True,False,4.0,
EVER89107,EVER,1989,Spring,SW Face,1,0,1989-04-23,False,4,7800.0,False,False,2.0,solo
EVER89105,EVER,1989,Spring,S Col-SE Ridge,15,3,1989-05-10,True,1,8849.0,True,True,4.0,
EVER89101,EVER,1989,Spring,S Col-SE Ridge,18,1,1989-05-16,True,1,8849.0,True,True,4.0,
EVER89102,EVER,1989,Spring,S Pillar (to 7000m),4,0,1989-05-16,False,7,8200.0,True,True,4.0,
EVER89106,EVER,1989,Spring,S Col-SE Ridge,8,0,1989-05-19,False,4,8600.0,True,True,4.0,
EVER89104,EVER,1989,Spring,S Col-SE Ridge,15,2,1989-05-24,True,1,8849.0,True,True,4.0,
EVER89103,EVER,1989,Spring,Khumbutse-W Ridge-N Face (Hornbein Couloir),19,2,1989-05-24,True,1,8849.0,True,False,5.0,
EVER89108,EVER,1989,Spring,S Col-SE Ridge,2,0,1989-05-15,False,4,8600.0,True,True,4.0,
EVER88308,EVER,1988,Autumn,SW Face (up); SE Ridge-S Col (down),8,1,1988-10-17,True,1,8849.0,False,False,2.0,
EVER88309,EVER,1988,Autumn,S Pillar-SE Ridge,5,1,1988-10-14,False,1,8849.0,False,True,4.0,
EVER88307,EVER,1988,Autumn,S Col-SE Ridge,1,1,1988-09-26,True,1,8849.0,False,True,2.0,solo
EVER88301,EVER,1988,Autumn,Lho La-W Ridge (to 7800m),19,3,1988-10-14,False,1,8849.0,True,True,4.0,
EVER88310,EVER,1988,Autumn,S Col-SE Ridge,9,1,1988-10-13,True,1,8849.0,True,True,4.0,
EVER88306,EVER,1988,Autumn,S Col-SE Ridge,14,5,1988-09-26,True,1,8849.0,True,True,4.0,
EVER88303,EVER,1988,Autumn,S Col-SE Ridge,13,3,1988-09-29,True,1,8849.0,True,True,4.0,
EVER88304,EVER,1988,Autumn,S Pillar-SE Ridge,20,6,1988-09-26,True,1,8849.0,True,False,4.0,
EVER85304,EVER,1985,Autumn,S Col-SE Ridge,12,7,1985-10-30,True,1,8849.0,True,True,4.0,
EVER85303,EVER,1985,Autumn,S Col-SE Ridge (to 8725m),42,0,1985-10-07,False,10,8725.0,True,True,4.0,
EVER85101,EVER,1985,Spring,Lho La-W Ridge,21,0,1985-05-10,False,10,8600.0,True,False,5.0,
EVER85102,EVER,1985,Spring,S Col-SE Ridge,14,9,1985-04-21,True,1,8849.0,True,True,4.0,
EVER84402,EVER,1984,Winter,Lho La-W Ridge (not to Hornbein Couloir),16,0,1985-01-16,False,4,7500.0,True,False,,
